OrderID,Date,Month,Quarter,Year,Category,Product,UnitPrice,Quantity,Discount,Revenue,Profit,Region,City,Channel,PaymentMethod,Rating,Returned
ORD-10802,2022-06-20,Jun 2022,Q2 2022,2022,Home & Living,Cookware,254.3,2,20,406.88,104.52,South,Bangalore,Mobile App,UPI,4.5,0
ORD-10803,2022-06-20,Jun 2022,Q2 2022,2022,Sports,Dumbbells,335.09,1,5,318.34,115.81,East,Bhubaneswar,Website,UPI,4.5,0
ORD-10804,2022-06-20,Jun 2022,Q2 2022,2022,Clothing,Jacket,82.56,1,5,78.43,14.32,South,Chennai,Marketplace,Credit Card,4.5,1
ORD-10805,2022-06-20,Jun 2022,Q2 2022,2022,Home & Living,Curtains,88.97,1,20,71.18,18.87,North,Amritsar,Marketplace,Credit Card,5.0,0
ORD-10806,2022-06-20,Jun 2022,Q2 2022,2022,Clothing,Jacket,26.3,2,0,52.6,19.23,West,Pune,Mobile App,UPI,4.0,0
ORD-10807,2022-06-20,Jun 2022,Q2 2022,2022,Clothing,Jeans,22.02,1,25,16.52,4.51,South,Chennai,Website,COD,4.0,0
ORD-10808,2022-06-20,Jun 2022,Q2 2022,2022,Electronics,Smartwatch,725.37,1,15,616.56,149.34,North,Amritsar,Marketplace,COD,4.0,0
ORD-10809,2022-06-20,Jun 2022,Q2 2022,2022,Beauty,Serum,27.86,2,10,50.15,8.39,North,Chandigarh,Marketplace,Debit Card,4.0,0
ORD-10810,2022-06-20,Jun 2022,Q2 2022,2022,Home & Living,Sofa,328.33,1,0,328.33,49.84,North,Chandigarh,Website,UPI,4.5,0
ORD-10811,2022-06-21,Jun 2022,Q2 2022,2022,Home & Living,Curtains,507.76,1,0,507.76,114.7,Central,Bhopal,Mobile App,COD,4.0,0
ORD-10812,2022-06-21,Jun 2022,Q2 2022,2022,Home & Living,Lamp,310.85,1,0,310.85,90.03,East,Kolkata,Marketplace,Credit Card,4.0,0
ORD-10813,2022-06-21,Jun 2022,Q2 2022,2022,Electronics,Laptop,240.83,1,5,228.79,60.85,South,Hyderabad,Website,COD,4.0,0
ORD-10814,2022-06-21,Jun 2022,Q2 2022,2022,Home & Living,Curtains,206.35,1,0,206.35,81.74,West,Mumbai,Mobile App,Credit Card,4.0,0
ORD-10815,2022-06-21,Jun 2022,Q2 2022,2022,Home & Living,Lamp,350.16,1,0,350.16,117.68,East,Kolkata,Marketplace,UPI,4.0,0
ORD-10816,2022-06-22,Jun 2022,Q2 2022,2022,Sports,Shoes,389.17,2,5,739.42,254.02,East,Kolkata,Website,UPI,4.5,0
ORD-10817,2022-06-22,Jun 2022,Q2 2022,2022,Clothing,Jeans,163.65,1,0,163.65,34.09,West,Ahmedabad,Website,Credit Card,4.5,0
ORD-10818,2022-06-22,Jun 2022,Q2 2022,2022,Home & Living,Cookware,371.68,1,25,278.76,48.78,East,Kolkata,Website,UPI,4.0,0
ORD-10819,2022-06-22,Jun 2022,Q2 2022,2022,Clothing,Jeans,119.16,1,0,119.16,24.07,West,Mumbai,Website,UPI,3.5,0
ORD-10820,2022-06-23,Jun 2022,Q2 2022,2022,Electronics,Laptop,270.01,1,0,270.01,97.4,East,Bhubaneswar,Mobile App,Net Banking,3.5,0
ORD-10821,2022-06-23,Jun 2022,Q2 2022,2022,Electronics,Smartphone,370.56,2,10,667.01,213.61,West,Mumbai,Marketplace,UPI,4.5,1
ORD-10822,2022-06-24,Jun 2022,Q2 2022,2022,Beauty,Hair Dryer,143.38,2,25,215.07,55.67,South,Chennai,Marketplace,UPI,4.5,0
ORD-10823,2022-06-24,Jun 2022,Q2 2022,2022,Books,Biography,53.74,1,5,51.05,18.91,Central,Nagpur,Marketplace,Debit Card,3.0,0
ORD-10824,2022-06-24,Jun 2022,Q2 2022,2022,Electronics,Smartphone,575.16,2,0,1150.32,363.27,West,Pune,Mobile App,UPI,4.5,0
ORD-10825,2022-06-24,Jun 2022,Q2 2022,2022,Books,Biography,20.03,1,0,20.03,6.88,East,Bhubaneswar,Website,Credit Card,5.0,0
ORD-10826,2022-06-25,Jun 2022,Q2 2022,2022,Clothing,Shoes,72.55,1,15,61.67,16.15,West,Ahmedabad,Mobile App,Credit Card,4.5,0
ORD-10827,2022-06-25,Jun 2022,Q2 2022,2022,Books,Textbook,38.2,1,10,34.38,8.38,East,Kolkata,Website,COD,3.0,0
ORD-10828,2022-06-25,Jun 2022,Q2 2022,2022,Home & Living,Bedsheet,614.98,2,15,1045.47,399.9,North,Amritsar,Mobile App,Net Banking,4.0,0
ORD-10829,2022-06-25,Jun 2022,Q2 2022,2022,Clothing,Jacket,128.91,1,10,116.02,17.75,Central,Nagpur,Marketplace,Credit Card,5.0,0
ORD-10830,2022-06-26,Jun 2022,Q2 2022,2022,Beauty,Perfume,238.23,1,5,226.32,87.02,West,Mumbai,Website,Net Banking,4.5,0
ORD-10831,2022-06-26,Jun 2022,Q2 2022,2022,Electronics,Laptop,945.7,1,15,803.84,201.31,East,Kolkata,Marketplace,UPI,5.0,0
ORD-10832,2022-06-26,Jun 2022,Q2 2022,2022,Sports,Cycle,211.79,1,15,180.02,62.3,East,Bhubaneswar,Mobile App,Debit Card,4.0,0
ORD-10833,2022-06-26,Jun 2022,Q2 2022,2022,Clothing,Shoes,82.76,1,10,74.48,24.3,Central,Nagpur,Mobile App,Credit Card,3.5,0
ORD-10834,2022-06-26,Jun 2022,Q2 2022,2022,Home & Living,Curtains,505.84,1,25,379.38,71.43,West,Mumbai,Marketplace,UPI,5.0,0
ORD-10835,2022-06-26,Jun 2022,Q2 2022,2022,Clothing,Jeans,119.32,1,0,119.32,23.3,East,Bhubaneswar,Marketplace,UPI,3.5,0
ORD-10836,2022-06-26,Jun 2022,Q2 2022,2022,Electronics,Laptop,1092.59,3,10,2949.99,1118.65,Central,Indore,Website,UPI,4.5,0
ORD-10837,2022-06-27,Jun 2022,Q2 2022,2022,Sports,Yoga Mat,144.01,1,5,136.81,53.33,South,Hyderabad,Website,COD,4.5,0
ORD-10838,2022-06-28,Jun 2022,Q2 2022,2022,Books,Non-Fiction,71.62,1,0,71.62,19.59,South,Bangalore,Mobile App,UPI,4.0,0
ORD-10839,2022-06-28,Jun 2022,Q2 2022,2022,Electronics,Laptop,476.86,1,15,405.33,95.7,West,Mumbai,Marketplace,UPI,4.0,0
ORD-10840,2022-06-28,Jun 2022,Q2 2022,2022,Clothing,T-Shirt,176.24,2,10,317.23,54.22,East,Bhubaneswar,Mobile App,Net Banking,4.0,0
ORD-10841,2022-06-28,Jun 2022,Q2 2022,2022,Beauty,Hair Dryer,121.31,1,15,103.11,30.04,East,Kolkata,Mobile App,COD,5.0,0
ORD-10842,2022-06-28,Jun 2022,Q2 2022,2022,Beauty,Hair Dryer,100.93,1,10,90.84,30.02,South,Bangalore,Website,Debit Card,4.0,0
ORD-10843,2022-06-28,Jun 2022,Q2 2022,2022,Electronics,Headphones,295.7,1,0,295.7,117.94,East,Kolkata,Website,COD,4.5,0
ORD-10844,2022-06-28,Jun 2022,Q2 2022,2022,Home & Living,Curtains,645.92,2,20,1033.47,243.32,West,Pune,Mobile App,UPI,5.0,0
ORD-10845,2022-06-29,Jun 2022,Q2 2022,2022,Electronics,Laptop,810.1,2,15,1377.17,337.96,North,Amritsar,Website,Debit Card,4.5,0
ORD-10846,2022-06-29,Jun 2022,Q2 2022,2022,Electronics,Laptop,1130.56,1,10,1017.5,369.97,Central,Bhopal,Website,Debit Card,4.5,0
ORD-10847,2022-06-29,Jun 2022,Q2 2022,2022,Electronics,Laptop,294.82,3,5,840.24,257.49,West,Pune,Website,Credit Card,4.5,0
ORD-10848,2022-06-30,Jun 2022,Q2 2022,2022,Electronics,Smartphone,1129.67,2,15,1920.44,338.36,West,Ahmedabad,Website,Debit Card,3.5,0
ORD-10849,2022-06-30,Jun 2022,Q2 2022,2022,Books,Biography,74.97,1,5,71.22,10.94,Central,Bhopal,Website,COD,4.0,0
ORD-10850,2022-06-30,Jun 2022,Q2 2022,2022,Electronics,Headphones,668.38,1,0,668.38,143.09,South,Bangalore,Mobile App,UPI,4.5,0
ORD-10851,2022-07-01,Jul 2022,Q3 2022,2022,Books,Biography,51.25,1,0,51.25,14.69,South,Chennai,Marketplace,UPI,4.5,1
ORD-10852,2022-07-01,Jul 2022,Q3 2022,2022,Electronics,Smartwatch,445.28,1,20,356.22,60.93,South,Chennai,Direct,COD,4.5,0
ORD-10853,2022-07-01,Jul 2022,Q3 2022,2022,Electronics,Smartwatch,850.93,1,10,765.84,208.23,East,Patna,Website,UPI,4.0,0
ORD-10854,2022-07-02,Jul 2022,Q3 2022,2022,Clothing,Jeans,174.01,1,15,147.91,28.75,North,Chandigarh,Mobile App,Credit Card,5.0,0
ORD-10855,2022-07-02,Jul 2022,Q3 2022,2022,Home & Living,Cookware,603.02,1,10,542.72,134.8,South,Chennai,Mobile App,COD,3.0,0
ORD-10856,2022-07-02,Jul 2022,Q3 2022,2022,Sports,Shoes,381.84,3,25,859.14,177.34,South,Chennai,Mobile App,Credit Card,4.0,0
ORD-10857,2022-07-02,Jul 2022,Q3 2022,2022,Sports,Dumbbells,205.48,1,5,195.21,48.38,Central,Indore,Website,UPI,5.0,0
ORD-10858,2022-07-02,Jul 2022,Q3 2022,2022,Beauty,Skincare Kit,178.65,1,5,169.72,59.78,South,Chennai,Marketplace,UPI,4.0,0
ORD-10859,2022-07-02,Jul 2022,Q3 2022,2022,Home & Living,Curtains,607.74,1,5,577.35,203.5,South,Hyderabad,Website,COD,3.0,0
ORD-10860,2022-07-02,Jul 2022,Q3 2022,2022,Clothing,Jacket,145.18,1,15,123.4,49.23,South,Chennai,Website,COD,3.5,0
ORD-10861,2022-07-02,Jul 2022,Q3 2022,2022,Electronics,Headphones,1196.56,1,0,1196.56,287.96,North,Chandigarh,Direct,Debit Card,4.5,0
ORD-10862,2022-07-02,Jul 2022,Q3 2022,2022,Beauty,Hair Dryer,29.84,1,10,26.86,10.51,South,Hyderabad,Marketplace,Credit Card,4.0,0
ORD-10863,2022-07-03,Jul 2022,Q3 2022,2022,Sports,Dumbbells,197.31,1,0,197.31,73.54,Central,Nagpur,Marketplace,UPI,5.0,0
ORD-10864,2022-07-03,Jul 2022,Q3 2022,2022,Beauty,Skincare Kit,207.18,2,10,372.92,86.45,East,Patna,Mobile App,Debit Card,4.0,0
ORD-10865,2022-07-03,Jul 2022,Q3 2022,2022,Home & Living,Cookware,64.47,1,0,64.47,22.22,South,Hyderabad,Marketplace,UPI,4.5,0
ORD-10866,2022-07-03,Jul 2022,Q3 2022,2022,Books,Comic,67.78,2,20,108.45,25.51,North,Delhi,Marketplace,Credit Card,4.0,0
ORD-10867,2022-07-03,Jul 2022,Q3 2022,2022,Home & Living,Curtains,443.35,2,0,886.7,168.26,East,Kolkata,Direct,Credit Card,4.0,0
ORD-10868,2022-07-04,Jul 2022,Q3 2022,2022,Clothing,Jeans,190.05,1,5,180.55,35.77,East,Bhubaneswar,Website,Credit Card,5.0,1
ORD-10869,2022-07-04,Jul 2022,Q3 2022,2022,Electronics,Tablet,1081.78,3,10,2920.81,851.22,South,Hyderabad,Mobile App,Debit Card,3.5,0
ORD-10870,2022-07-05,Jul 2022,Q3 2022,2022,Electronics,Headphones,781.75,1,5,742.66,189.61,North,Amritsar,Mobile App,COD,4.0,0
ORD-10871,2022-07-05,Jul 2022,Q3 2022,2022,Electronics,Smartwatch,430.54,1,15,365.96,108.13,West,Pune,Website,Credit Card,4.5,0
ORD-10872,2022-07-06,Jul 2022,Q3 2022,2022,Sports,Tennis Racket,91.9,1,5,87.3,32.95,North,Chandigarh,Mobile App,Credit Card,5.0,0
ORD-10873,2022-07-06,Jul 2022,Q3 2022,2022,Beauty,Lipstick,197.09,1,0,197.09,46.74,East,Kolkata,Marketplace,Debit Card,3.5,0
ORD-10874,2022-07-06,Jul 2022,Q3 2022,2022,Electronics,Smartwatch,426.7,1,5,405.36,120.92,West,Mumbai,Website,COD,3.5,0
ORD-10875,2022-07-06,Jul 2022,Q3 2022,2022,Books,Comic,45.34,3,10,122.42,37.26,North,Delhi,Website,Debit Card,4.0,1
ORD-10876,2022-07-06,Jul 2022,Q3 2022,2022,Electronics,Smartphone,237.76,2,0,475.52,75.86,North,Chandigarh,Website,UPI,4.5,0
ORD-10877,2022-07-07,Jul 2022,Q3 2022,2022,Beauty,Skincare Kit,221.55,3,20,531.72,87.74,North,Delhi,Marketplace,COD,4.0,0
ORD-10878,2022-07-07,Jul 2022,Q3 2022,2022,Beauty,Serum,25.79,1,5,24.5,4.27,Central,Indore,Website,COD,4.5,0
ORD-10879,2022-07-07,Jul 2022,Q3 2022,2022,Electronics,Tablet,480.28,1,10,432.25,135.99,South,Chennai,Mobile App,UPI,3.5,0
ORD-10880,2022-07-07,Jul 2022,Q3 2022,2022,Sports,Dumbbells,373.96,2,10,673.13,233.89,South,Chennai,Website,UPI,4.0,0
ORD-10881,2022-07-07,Jul 2022,Q3 2022,2022,Clothing,Dress,148.76,1,10,133.88,41.27,North,Chandigarh,Mobile App,Credit Card,3.0,0
ORD-10882,2022-07-07,Jul 2022,Q3 2022,2022,Electronics,Smartwatch,958.95,1,20,767.16,133.73,North,Amritsar,Marketplace,UPI,4.0,0
ORD-10883,2022-07-07,Jul 2022,Q3 2022,2022,Clothing,T-Shirt,134.21,1,0,134.21,25.14,South,Bangalore,Marketplace,COD,5.0,0
ORD-10884,2022-07-07,Jul 2022,Q3 2022,2022,Home & Living,Cookware,277.93,1,5,264.03,40.45,West,Pune,Direct,COD,4.5,0
ORD-10885,2022-07-08,Jul 2022,Q3 2022,2022,Electronics,Tablet,156.81,2,20,250.9,49.36,North,Chandigarh,Marketplace,COD,4.5,1
ORD-10886,2022-07-08,Jul 2022,Q3 2022,2022,Clothing,Shoes,86.55,1,0,86.55,26.42,West,Ahmedabad,Website,UPI,4.0,0
ORD-10887,2022-07-08,Jul 2022,Q3 2022,2022,Home & Living,Sofa,91.63,2,0,183.26,71.43,West,Pune,Website,UPI,4.0,0
ORD-10888,2022-07-08,Jul 2022,Q3 2022,2022,Clothing,T-Shirt,25.99,1,15,22.09,8.54,Central,Bhopal,Marketplace,Debit Card,4.0,0
ORD-10889,2022-07-08,Jul 2022,Q3 2022,2022,Clothing,Jacket,94.4,1,0,94.4,18.93,North,Amritsar,Mobile App,UPI,5.0,0
ORD-10890,2022-07-09,Jul 2022,Q3 2022,2022,Home & Living,Cookware,427.5,2,0,855.0,136.97,West,Ahmedabad,Website,Credit Card,4.0,0
ORD-10891,2022-07-09,Jul 2022,Q3 2022,2022,Books,Fiction,21.37,1,25,16.03,3.53,West,Ahmedabad,Direct,UPI,4.5,0
ORD-10892,2022-07-09,Jul 2022,Q3 2022,2022,Home & Living,Bedsheet,698.44,1,5,663.52,143.67,North,Chandigarh,Website,Credit Card,4.0,0
ORD-10893,2022-07-09,Jul 2022,Q3 2022,2022,Clothing,Jeans,92.44,3,10,249.59,82.9,North,Amritsar,Marketplace,Debit Card,4.0,0
ORD-10894,2022-07-09,Jul 2022,Q3 2022,2022,Home & Living,Sofa,219.75,1,10,197.78,71.49,North,Delhi,Marketplace,Net Banking,4.5,0
ORD-10895,2022-07-09,Jul 2022,Q3 2022,2022,Home & Living,Lamp,565.6,2,10,1018.08,252.69,West,Ahmedabad,Website,Credit Card,4.5,0
ORD-10896,2022-07-10,Jul 2022,Q3 2022,2022,Beauty,Hair Dryer,120.16,1,5,114.15,40.52,North,Chandigarh,Mobile App,UPI,4.5,0
ORD-10897,2022-07-10,Jul 2022,Q3 2022,2022,Beauty,Hair Dryer,192.06,1,10,172.85,27.8,East,Kolkata,Mobile App,Debit Card,5.0,0
ORD-10898,2022-07-10,Jul 2022,Q3 2022,2022,Home & Living,Bedsheet,658.66,2,5,1251.45,213.6,South,Chennai,Marketplace,Credit Card,3.5,0
ORD-10899,2022-07-10,Jul 2022,Q3 2022,2022,Clothing,Jeans,186.77,1,15,158.75,35.76,West,Pune,Mobile App,UPI,4.0,0
ORD-10900,2022-07-11,Jul 2022,Q3 2022,2022,Electronics,Smartwatch,798.32,3,5,2275.21,671.55,South,Bangalore,Marketplace,UPI,4.0,0
ORD-10901,2022-07-11,Jul 2022,Q3 2022,2022,Clothing,Jacket,164.15,1,0,164.15,61.78,West,Ahmedabad,Mobile App,Credit Card,3.5,0
ORD-10902,2022-07-11,Jul 2022,Q3 2022,2022,Clothing,Jeans,104.79,1,10,94.31,20.27,North,Chandigarh,Website,Credit Card,4.0,0
ORD-10903,2022-07-11,Jul 2022,Q3 2022,2022,Clothing,Jacket,133.75,1,10,120.38,21.32,East,Bhubaneswar,Marketplace,UPI,4.0,0
ORD-10904,2022-07-11,Jul 2022,Q3 2022,2022,Clothing,Jeans,23.15,3,5,65.98,16.39,West,Pune,Mobile App,Credit Card,4.0,1
ORD-10905,2022-07-11,Jul 2022,Q3 2022,2022,Clothing,Shoes,172.69,1,5,164.06,46.09,North,Amritsar,Website,COD,5.0,0
ORD-10906,2022-07-11,Jul 2022,Q3 2022,2022,Books,Fiction,10.18,1,0,10.18,3.74,West,Pune,Mobile App,COD,5.0,0
ORD-10907,2022-07-11,Jul 2022,Q3 2022,2022,Books,Textbook,37.69,3,15,96.11,37.32,South,Chennai,Website,Credit Card,4.0,0
ORD-10908,2022-07-11,Jul 2022,Q3 2022,2022,Electronics,Tablet,432.67,2,0,865.34,178.07,North,Delhi,Website,UPI,4.0,0
ORD-10909,2022-07-11,Jul 2022,Q3 2022,2022,Books,Biography,36.59,2,10,65.86,17.07,East,Patna,Direct,UPI,4.0,0
ORD-10910,2022-07-12,Jul 2022,Q3 2022,2022,Electronics,Tablet,585.8,1,10,527.22,106.93,West,Ahmedabad,Mobile App,COD,4.5,0
ORD-10911,2022-07-12,Jul 2022,Q3 2022,2022,Home & Living,Bedsheet,470.88,1,0,470.88,108.77,South,Hyderabad,Direct,UPI,5.0,0
ORD-10912,2022-07-12,Jul 2022,Q3 2022,2022,Beauty,Perfume,130.57,2,10,235.03,51.21,North,Chandigarh,Mobile App,UPI,3.5,0
ORD-10913,2022-07-12,Jul 2022,Q3 2022,2022,Home & Living,Sofa,139.84,2,20,223.74,73.58,West,Mumbai,Mobile App,UPI,4.5,0
ORD-10914,2022-07-13,Jul 2022,Q3 2022,2022,Electronics,Smartwatch,416.05,2,20,665.68,194.65,East,Kolkata,Marketplace,UPI,4.5,0
ORD-10915,2022-07-13,Jul 2022,Q3 2022,2022,Electronics,Tablet,181.83,2,15,309.11,94.23,East,Bhubaneswar,Mobile App,COD,4.5,0
ORD-10916,2022-07-13,Jul 2022,Q3 2022,2022,Home & Living,Sofa,570.78,2,10,1027.4,362.95,South,Chennai,Marketplace,Credit Card,5.0,0
ORD-10917,2022-07-13,Jul 2022,Q3 2022,2022,Beauty,Skincare Kit,34.83,1,10,31.35,11.28,East,Patna,Mobile App,UPI,4.5,0
ORD-10918,2022-07-13,Jul 2022,Q3 2022,2022,Electronics,Tablet,971.75,1,10,874.58,236.48,North,Delhi,Marketplace,Credit Card,3.5,0
ORD-10919,2022-07-13,Jul 2022,Q3 2022,2022,Sports,Yoga Mat,368.42,1,10,331.58,91.38,Central,Nagpur,Website,UPI,5.0,1
ORD-10920,2022-07-13,Jul 2022,Q3 2022,2022,Beauty,Hair Dryer,69.63,1,5,66.15,15.12,South,Hyderabad,Mobile App,Net Banking,4.5,0
ORD-10921,2022-07-13,Jul 2022,Q3 2022,2022,Electronics,Laptop,989.49,1,5,940.02,304.74,West,Mumbai,Website,UPI,4.0,0
ORD-10922,2022-07-13,Jul 2022,Q3 2022,2022,Sports,Dumbbells,420.7,1,10,378.63,142.47,East,Patna,Website,Net Banking,4.0,0
ORD-10923,2022-07-14,Jul 2022,Q3 2022,2022,Beauty,Lipstick,58.0,2,10,104.4,20.7,South,Hyderabad,Marketplace,UPI,4.0,0
ORD-10924,2022-07-14,Jul 2022,Q3 2022,2022,Home & Living,Sofa,398.07,2,10,716.53,186.15,North,Chandigarh,Mobile App,Credit Card,4.5,0
ORD-10925,2022-07-14,Jul 2022,Q3 2022,2022,Beauty,Hair Dryer,181.95,1,25,136.46,53.86,East,Bhubaneswar,Website,Debit Card,5.0,0
ORD-10926,2022-07-14,Jul 2022,Q3 2022,2022,Clothing,T-Shirt,33.24,1,5,31.58,9.38,Central,Bhopal,Mobile App,COD,4.5,0
ORD-10927,2022-07-14,Jul 2022,Q3 2022,2022,Electronics,Smartphone,249.64,1,0,249.64,55.37,West,Pune,Direct,UPI,4.5,0
ORD-10928,2022-07-14,Jul 2022,Q3 2022,2022,Sports,Tennis Racket,280.03,2,5,532.06,102.96,South,Chennai,Marketplace,UPI,5.0,0
ORD-10929,2022-07-15,Jul 2022,Q3 2022,2022,Home & Living,Sofa,343.14,1,10,308.83,101.07,North,Chandigarh,Website,Net Banking,4.5,1
ORD-10930,2022-07-15,Jul 2022,Q3 2022,2022,Clothing,Dress,25.64,1,10,23.08,6.87,West,Pune,Marketplace,COD,4.0,0
ORD-10931,2022-07-15,Jul 2022,Q3 2022,2022,Electronics,Headphones,475.4,2,0,950.8,357.29,South,Hyderabad,Mobile App,UPI,5.0,0
ORD-10932,2022-07-15,Jul 2022,Q3 2022,2022,Clothing,T-Shirt,181.47,1,10,163.32,63.48,South,Bangalore,Direct,UPI,3.0,0
ORD-10933,2022-07-16,Jul 2022,Q3 2022,2022,Clothing,T-Shirt,76.18,1,5,72.37,17.71,North,Amritsar,Marketplace,Credit Card,4.5,0
ORD-10934,2022-07-16,Jul 2022,Q3 2022,2022,Clothing,Dress,22.87,2,10,41.17,12.57,North,Chandigarh,Mobile App,UPI,5.0,1
ORD-10935,2022-07-16,Jul 2022,Q3 2022,2022,Sports,Shoes,305.72,1,5,290.43,114.19,South,Chennai,Direct,Debit Card,4.5,0
ORD-10936,2022-07-17,Jul 2022,Q3 2022,2022,Books,Fiction,59.29,1,0,59.29,14.26,Central,Bhopal,Website,Credit Card,4.0,0
ORD-10937,2022-07-17,Jul 2022,Q3 2022,2022,Books,Biography,35.41,1,20,28.33,4.52,West,Ahmedabad,Website,UPI,3.0,0
ORD-10938,2022-07-17,Jul 2022,Q3 2022,2022,Beauty,Serum,240.05,2,10,432.09,82.41,South,Bangalore,Mobile App,COD,4.0,0
ORD-10939,2022-07-17,Jul 2022,Q3 2022,2022,Electronics,Tablet,509.12,1,0,509.12,170.94,South,Bangalore,Website,Debit Card,5.0,0
ORD-10940,2022-07-17,Jul 2022,Q3 2022,2022,Sports,Tennis Racket,235.56,2,0,471.12,161.03,North,Delhi,Website,COD,3.5,0
ORD-10941,2022-07-18,Jul 2022,Q3 2022,2022,Beauty,Perfume,215.81,1,10,194.23,32.98,Central,Indore,Marketplace,UPI,4.0,0
ORD-10942,2022-07-18,Jul 2022,Q3 2022,2022,Clothing,Dress,116.12,1,15,98.7,26.49,Central,Nagpur,Marketplace,UPI,5.0,0
ORD-10943,2022-07-18,Jul 2022,Q3 2022,2022,Books,Biography,44.63,1,5,42.4,15.49,West,Pune,Website,UPI,5.0,0
ORD-10944,2022-07-18,Jul 2022,Q3 2022,2022,Electronics,Smartwatch,1084.46,3,0,3253.38,871.33,South,Hyderabad,Website,Debit Card,4.0,0
ORD-10945,2022-07-19,Jul 2022,Q3 2022,2022,Books,Comic,24.89,1,10,22.4,6.67,North,Chandigarh,Website,Credit Card,4.5,0
ORD-10946,2022-07-19,Jul 2022,Q3 2022,2022,Sports,Dumbbells,364.7,2,15,619.99,187.44,West,Ahmedabad,Website,COD,4.0,0
ORD-10947,2022-07-20,Jul 2022,Q3 2022,2022,Sports,Tennis Racket,208.91,1,15,177.57,35.08,North,Chandigarh,Marketplace,Net Banking,4.5,0
ORD-10948,2022-07-20,Jul 2022,Q3 2022,2022,Home & Living,Curtains,263.1,2,15,447.27,69.52,South,Hyderabad,Website,COD,4.5,0
ORD-10949,2022-07-20,Jul 2022,Q3 2022,2022,Home & Living,Bedsheet,615.23,1,10,553.71,108.14,North,Chandigarh,Website,Debit Card,4.5,0
ORD-10950,2022-07-20,Jul 2022,Q3 2022,2022,Beauty,Hair Dryer,22.31,1,0,22.31,5.96,North,Chandigarh,Marketplace,Credit Card,4.0,0
ORD-10951,2022-07-20,Jul 2022,Q3 2022,2022,Beauty,Skincare Kit,205.93,1,10,185.34,72.18,West,Mumbai,Mobile App,UPI,4.5,0
ORD-10952,2022-07-20,Jul 2022,Q3 2022,2022,Home & Living,Curtains,301.61,2,10,542.9,122.74,North,Chandigarh,Mobile App,Credit Card,5.0,0
ORD-10953,2022-07-20,Jul 2022,Q3 2022,2022,Sports,Yoga Mat,33.2,1,15,28.22,4.55,Central,Nagpur,Direct,Debit Card,5.0,1
ORD-10954,2022-07-20,Jul 2022,Q3 2022,2022,Sports,Shoes,262.46,1,0,262.46,41.91,Central,Nagpur,Website,Debit Card,4.5,0
ORD-10955,2022-07-20,Jul 2022,Q3 2022,2022,Electronics,Headphones,917.06,2,15,1559.0,479.66,East,Bhubaneswar,Direct,UPI,4.0,0
ORD-10956,2022-07-21,Jul 2022,Q3 2022,2022,Clothing,Jacket,41.6,2,0,83.2,33.16,West,Pune,Mobile App,Credit Card,4.0,0
ORD-10957,2022-07-21,Jul 2022,Q3 2022,2022,Sports,Shoes,130.91,1,0,130.91,51.98,North,Chandigarh,Website,Debit Card,3.5,0
ORD-10958,2022-07-21,Jul 2022,Q3 2022,2022,Beauty,Hair Dryer,164.53,2,10,296.15,98.69,North,Delhi,Mobile App,Credit Card,4.5,0
ORD-10959,2022-07-21,Jul 2022,Q3 2022,2022,Beauty,Skincare Kit,182.99,1,0,182.99,32.11,West,Ahmedabad,Website,Credit Card,4.0,0
ORD-10960,2022-07-21,Jul 2022,Q3 2022,2022,Beauty,Perfume,50.88,1,10,45.79,10.95,Central,Nagpur,Mobile App,Debit Card,5.0,0
ORD-10961,2022-07-22,Jul 2022,Q3 2022,2022,Clothing,Shoes,165.71,1,10,149.14,36.28,South,Hyderabad,Mobile App,UPI,4.0,0
ORD-10962,2022-07-22,Jul 2022,Q3 2022,2022,Electronics,Laptop,1191.38,1,0,1191.38,234.82,Central,Bhopal,Mobile App,UPI,3.5,0
ORD-10963,2022-07-22,Jul 2022,Q3 2022,2022,Electronics,Smartphone,177.36,2,20,283.78,57.41,South,Bangalore,Mobile App,UPI,5.0,0
ORD-10964,2022-07-22,Jul 2022,Q3 2022,2022,Books,Fiction,61.84,2,15,105.13,19.55,West,Ahmedabad,Website,UPI,4.0,0
ORD-10965,2022-07-22,Jul 2022,Q3 2022,2022,Beauty,Skincare Kit,71.13,1,0,71.13,14.13,South,Chennai,Mobile App,Credit Card,5.0,0
ORD-10966,2022-07-23,Jul 2022,Q3 2022,2022,Beauty,Lipstick,151.98,1,15,129.18,43.96,East,Patna,Website,Credit Card,4.5,0
ORD-10967,2022-07-23,Jul 2022,Q3 2022,2022,Home & Living,Cookware,149.05,1,5,141.6,47.44,East,Patna,Marketplace,Net Banking,5.0,0
ORD-10968,2022-07-24,Jul 2022,Q3 2022,2022,Home & Living,Lamp,594.21,1,0,594.21,182.95,East,Bhubaneswar,Mobile App,Net Banking,4.5,0
ORD-10969,2022-07-24,Jul 2022,Q3 2022,2022,Books,Biography,22.41,1,10,20.17,4.64,East,Patna,Mobile App,Debit Card,3.5,0
ORD-10970,2022-07-24,Jul 2022,Q3 2022,2022,Electronics,Smartwatch,900.78,2,5,1711.48,303.77,West,Pune,Mobile App,UPI,4.0,0
ORD-10971,2022-07-25,Jul 2022,Q3 2022,2022,Beauty,Skincare Kit,159.59,1,5,151.61,30.32,West,Ahmedabad,Website,Credit Card,5.0,0
